Start_Index,Activity_Label,SpecEn,PermEn,SampEn,Petrosian_FD,Higuchi_FD,KMeans_Labels,DBSCAN_Labels
2688,0.0,0.35211484666014226,0.5159429915487882,0.21631265072442252,1.004097062540836,1.0653981669465764,2,0
2816,0.0,0.33675491632827453,0.5233870422207876,0.2239809989009598,1.0043431132076361,1.0665627353268754,2,-1
2944,0.0,0.34657179466069576,0.516469530843272,0.24074167252147274,1.0039739418975728,1.0887215607603171,2,0
3072,0.0,0.39525891066875224,0.5543656654471834,0.30270454683584436,1.0048344544320031,1.0814247406401638,2,-1
3200,0.0,0.45831609462467116,0.5604804738588797,0.24566763957145252,1.005079746337278,1.1474190129786799,0,-1
3328,0.0,0.3575795241012642,0.5831008329221482,0.2224875985192894,1.0055695760821457,1.080862537700278,2,-1
3456,0.0,0.3738003793965208,0.5973261200574727,0.2461173880610857,1.006058404837703,1.0940651959916863,0,-1
3584,0.0,0.38618855350177544,0.574925215164116,0.3404876036903649,1.0052022979066102,1.1076534468979222,0,-1
3712,0.0,0.4377130703670085,0.5765434945430175,0.32909905717225096,1.0052022979066102,1.0818271925158207,0,-1
3840,0.0,0.4259906708796731,0.5559166012169268,0.3782401961601732,1.0047117139286545,1.0839488211838029,0,-1
3968,0.0,0.4106554593390076,0.5422087377819719,0.41295177409308476,1.0043431132076361,1.0742167510098928,2,-1
4096,0.0,0.43797685357200256,0.5343407151250619,0.3678131427656506,1.004097062540836,1.0697361361807196,2,-1
4224,0.0,0.43112235019129774,0.5303551079831642,0.3484855204690632,1.0038507576010838,1.071473133931324,2,-1
4352,0.0,0.42818984990305425,0.5154667066467232,0.31827540039849755,1.0034808219392384,1.0749851331922735,2,-1
4480,0.0,0.4014848442880735,0.5031880525566303,0.2720528985100471,1.0032338783315098,1.0754278270451245,2,-1
4608,0.0,0.3994316672268354,0.4789420784087138,0.24006242516471116,1.0029866780547583,1.0729310332637554,2,0
4736,0.0,0.3719700576005139,0.439985298453412,0.20435038409639703,1.0024915047267045,1.0529321571562915,2,0
4864,0.0,0.38692712354444325,0.4553911622677195,0.18076713482719878,1.0028629814496335,1.08577143361608,2,-1
4992,1.0,0.3830756854338906,0.45389624036269965,0.1703833931112873,1.0028629814496335,1.061021967463792,2,0
5120,1.0,0.3849138301819037,0.5012938739753234,0.17582539103396555,1.0036041977073993,1.0742982738805718,2,0
5248,1.0,0.3523383541500799,0.5191744246367946,0.20089132425510348,1.0039739418975728,1.0942487657658775,2,0
5376,1.0,0.3643660968406942,0.5208849696792089,0.22119397214971312,1.004097062540836,1.0787853705647708,2,0
5504,1.0,0.35425769568013776,0.5165312212406715,0.24499976385750105,1.0038507576010838,1.0693677630919896,2,0
5632,1.0,0.35670190963924947,0.5003433482480254,0.22729340603763776,1.0037275095661569,1.0618287486710904,2,0
5760,1.0,0.3723758129315015,0.5092145139679869,0.22091600571902922,1.0039739418975728,1.0712652669713698,2,0
5888,1.0,0.38818785473215506,0.5112219711156515,0.2469089703437824,1.004097062540836,1.0647187686441744,2,0
6016,1.0,0.382382114952541,0.5524069635554344,0.28318440486863244,1.0049571318736141,1.1090401823896718,2,-1
6144,1.0,0.49988652359486996,0.5504983387843762,0.23013444260561533,1.0047117139286545,1.0968822382139054,0,-1
6272,1.0,0.4737008677338174,0.5554443299857585,0.2833348988464107,1.0048344544320031,1.0714437854023133,2,-1
6400,1.0,0.4761221342222154,0.5495925343048446,0.3006247929333551,1.0044660434007024,1.0811020115979253,2,-1
6528,1.0,0.4323859367584245,0.5336386836065014,0.25389221250703864,1.004097062540836,1.0717324057561488,2,-1
6656,1.0,0.4352746014675785,0.5157539317212985,0.2737974225817026,1.0038507576010838,1.1022348300276823,2,-1
6784,1.0,0.3674959546635498,0.4911721171187919,0.23241581753152754,1.003110310319889,1.0715646574083637,2,0
6912,1.0,0.3547915942607781,0.5151908069920819,0.1961078068155129,1.0037275095661569,1.0688873522667566,2,0
7040,1.0,0.3457375423292816,0.5019133216936787,0.1999764920326754,1.0033573821759203,1.0983886372525198,2,0
7168,1.0,0.34940868005119613,0.508953311704716,0.19257085676472227,1.0036041977073993,1.0830626714231488,2,0
7296,1.0,0.3598199064906587,0.5218333859383847,0.18626119123135892,1.0039739418975728,1.0780977669736997,2,0
7424,1.0,0.35836677074184053,0.48221571243868383,0.1912594174675087,1.0032338783315098,1.0929618466848128,2,0
7552,1.0,0.34687577242963363,0.4691111505067016,0.1669402492311327,1.0028629814496335,1.0651872246037948,2,0
7680,1.0,0.3343209389604754,0.4797279836830832,0.16158694409895363,1.0027392204178478,1.0609188521485848,2,0
7808,1.0,0.32727563015791983,0.45882342738586485,0.16770017151832162,1.0023675498930893,1.0824788597739257,2,0
7936,1.0,0.3272946785803079,0.477299016391257,0.16019639244209843,1.0028629814496335,1.06640182909221,2,0
8064,1.0,0.3318513485446689,0.48950212746041044,0.16661621520381978,1.0032338783315098,1.069943287636415,2,0
8192,1.0,0.36600327351107137,0.49441198377079315,0.18825296619257528,1.0032338783315098,1.0595591790612788,2,0
8320,1.0,0.3502249987275174,0.48414610795496504,0.1807578348177719,1.0029866780547583,1.0777326499858566,2,0
8448,1.0,0.3469563241778803,0.4896782255813815,0.19457927190176255,1.0029866780547583,1.064460553952323,2,0
8576,1.0,0.33890741314929634,0.5038986997099626,0.19277389319675287,1.0032338783315098,1.0588747030511707,2,0
8704,1.0,0.35115151830858937,0.4836161041249293,0.20247795429430737,1.0029866780547583,1.0681677917092887,2,0
8832,1.0,0.36694917762030604,0.48883590022481116,0.2010588834609257,1.0033573821759203,1.0750730157969421,2,0
8960,1.0,0.33376517380470466,0.4892892071950208,0.18046447267171706,1.003110310319889,1.0769711247495444,2,0
9088,1.0,0.33908120457191643,0.4662674780578643,0.17468920332838817,1.0026153948725502,1.0818941960884039,2,0
9216,1.0,0.3353316576616337,0.48493977902068375,0.17526721760407993,1.003110310319889,1.0720693405926034,2,0
9344,1.0,0.35103115652527084,0.48584884052214866,0.17967664992033602,1.0029866780547583,1.0688904034481481,2,0
9472,1.0,0.35171302543983185,0.4750853098631793,0.18396743929502107,1.0027392204178478,1.0593482820248041,2,0
9600,1.0,0.3507955166911978,0.4649716285605821,0.17457887264419703,1.0027392204178478,1.0842295664937238,2,0
9728,1.0,0.3318492672116692,0.4562438277125051,0.1722017677508246,1.0026153948725502,1.063817468558789,2,0
9856,1.0,0.337979156622284,0.4804794557828243,0.16381683593290508,1.0029866780547583,1.0624546796649705,2,0
9984,1.0,0.3331751167601156,0.47687417353540984,0.18303069602234495,1.003110310319889,1.075870505548548,2,0
10112,1.0,0.32671476469126104,0.4785027875714178,0.1819265340750118,1.003110310319889,1.0731519132158667,2,0
10240,1.0,0.3147403426146509,0.4913735984750478,0.18881934169278075,1.0029866780547583,1.0701687749588367,2,0
10368,1.0,0.3200860222520664,0.47745055850977264,0.2030311840501677,1.0026153948725502,1.0716936840229414,2,0
10496,1.0,0.3236382813955134,0.46905294966308647,0.18374000670841695,1.0026153948725502,1.0641110806858045,2,0
10624,1.0,0.32272329076746054,0.4784021347342676,0.1810968168980587,1.0024915047267045,1.0647242309235465,2,0
10752,1.0,0.32244530605792854,0.47753062007431435,0.17390349516357612,1.0026153948725502,1.057817692314462,2,0
10880,1.0,0.3678137132371666,0.4894949825695552,0.21316282593657754,1.0029866780547583,1.0765121330256213,2,0
11008,1.0,0.42367953625943294,0.4974895233175554,0.21382740768792943,1.003110310319889,1.077423471768675,2,-1
11136,1.0,0.39660236197460486,0.49607146050388784,0.22086512699750568,1.0032338783315098,1.0631570636249068,2,0
11264,1.0,0.3733506872957949,0.4986970129445959,0.24693063797892228,1.0033573821759203,1.061611118512578,2,0
11392,1.0,0.3552531150085696,0.46755816400318545,0.22444745389253917,1.0027392204178478,1.0744609009711652,2,0
11520,1.0,0.3523134035547256,0.46627568806626335,0.1943611917490671,1.0029866780547583,1.0737738170673656,2,0
11648,1.0,0.3550629937566882,0.4760459688434526,0.19575541400399085,1.0032338783315098,1.0610593699591786,2,0
11776,1.0,0.3488247801719163,0.47929493832711406,0.1841375140258517,1.0032338783315098,1.0559281556684537,2,0
11904,1.0,0.35021661176823615,0.48596799812854496,0.1714511784298793,1.0032338783315098,1.0874944959351787,2,0
12032,1.0,0.3475255252664978,0.4771987457913698,0.15959862597880203,1.0028629814496335,1.0766450245409818,2,0
12160,1.0,0.33665820965796467,0.4786511617082488,0.149879467102208,1.0028629814496335,1.0636144537814742,2,0
12288,1.0,0.33581240882143776,0.4450187099357193,0.1460232325629882,1.0023675498930893,1.0636724352683975,2,0
12416,1.0,0.33952435458909364,0.4656637165848769,0.1424503137069087,1.0028629814496335,1.0627750001995488,2,0
12544,1.0,0.3394672934561575,0.48878428542702884,0.14118410909069015,1.003110310319889,1.0599415703024049,2,0
12672,1.0,0.3505161713815028,0.4678123870289575,0.1532706706444466,1.0026153948725502,1.0767943152650035,2,0
12800,1.0,0.3410360164800091,0.485522891424457,0.15019270261089182,1.003110310319889,1.0748802789524794,2,0
12928,1.0,0.3421631000165448,0.4933107373207313,0.14971554635769851,1.0032338783315098,1.0625587387111912,2,0
13056,1.0,0.3320193431770333,0.49293307122244645,0.1522429945972783,1.003110310319889,1.0535186409995707,2,0
13184,1.0,0.3395276955759072,0.4815886769731274,0.1488068875044497,1.0029866780547583,1.07564388115438,2,0
13312,1.0,0.3331759364077885,0.4888608424632695,0.15539647542877055,1.0029866780547583,1.0659812261941424,2,0
13440,1.0,0.331330637647519,0.4812478472239882,0.15164676615598377,1.0027392204178478,1.059141166574306,2,0
13568,1.0,0.31599532592567914,0.4812478472239882,0.16216720285310082,1.0027392204178478,1.052867457675769,2,0
13696,1.0,0.31529751974290954,0.4915568414868742,0.1646559517840589,1.0029866780547583,1.0726535016923868,2,0
13824,1.0,0.33760647387121,0.48923047238921563,0.18388113749466597,1.0028629814496335,1.076867402553142,2,0
13952,1.0,0.3521604548658901,0.47997530912614855,0.17743432089153924,1.0027392204178478,1.0670648412740442,2,0
14080,1.0,0.3606611799588714,0.4888608424632695,0.1807953742220569,1.0029866780547583,1.0649986558585047,2,0
14208,1.0,0.33636845813952326,0.49954715185100496,0.1601383402413677,1.0032338783315098,1.0612207162788685,2,0
14336,1.0,0.33510402919464255,0.5015398961402805,0.17005209411566263,1.0032338783315098,1.0816668957979305,2,0
14464,1.0,0.3367764892776772,0.49671821559241863,0.16510788587665162,1.0032338783315098,1.073832635375384,2,0
14592,1.0,0.3398839289884835,0.48498221693012,0.16852355753029052,1.0029866780547583,1.0634869781210086,2,0
14720,1.0,0.34239516287769556,0.48825148170454485,0.19320388636293476,1.003110310319889,1.0574961713660296,2,0
14848,1.0,0.3611519874807457,0.4818755997825332,0.18111798030753537,1.0032338783315098,1.0774570036507252,2,0
14976,1.0,0.35760128652390416,0.49126632458078096,0.18770654009300658,1.0032338783315098,1.0685291160265888,2,0
15104,1.0,0.3536734865060802,0.49373175845849204,0.19044036564667086,1.0032338783315098,1.0635222806781928,2,0
15232,1.0,0.33843033318508564,0.4778788458853539,0.17754022297687652,1.0028629814496335,1.0830523637047762,2,0
15360,1.0,0.3391517577929158,0.4774793508447932,0.16099543011542633,1.0028629814496335,1.0737086534031164,2,0
15488,1.0,0.33259686715976383,0.48487472048965985,0.16662381154633277,1.0029866780547583,1.0653480529361181,2,0
15616,1.0,0.3262851516896034,0.4733329433244799,0.17905226129401774,1.0026153948725502,1.0690391601248148,2,0
15744,1.0,0.3227810899612724,0.46685255574974227,0.1675008409012508,1.0026153948725502,1.0594660704170147,2,0
15872,1.0,0.32053432881846466,0.48359223649637767,0.18379836447324763,1.0027392204178478,1.0623355236485437,2,0
16000,1.0,0.34251829239305265,0.47994160786462536,0.21314394415933194,1.0026153948725502,1.0834327211369652,2,0
16128,1.0,0.3380114103225466,0.49207540816351736,0.2132669749885196,1.003110310319889,1.0606033027361248,2,0
16256,1.0,0.3729199139926587,0.4841310149376886,0.221152438815434,1.0029866780547583,1.0657310742708694,2,0
16384,1.0,0.36253092822852445,0.4705717021312159,0.2130222456583294,1.0026153948725502,1.0542609688712965,2,0
16512,1.0,0.3720565999266144,0.4830101317568277,0.18337012874952163,1.0028629814496335,1.0553424809979361,2,0
16640,1.0,0.31765339541842585,0.46597842456711064,0.1737566547512523,1.0024915047267045,1.072399190274955,2,0
16768,1.0,0.3245652128200275,0.4756294700944279,0.1747139124947313,1.0024915047267045,1.062959839043528,2,0
16896,1.0,0.3362881248464351,0.477894192970493,0.17031358597910334,1.0024915047267045,1.0631207641099991,2,0
17024,1.0,0.3302315158092962,0.4790476899066067,0.16652703244142467,1.0026153948725502,1.05637631111845,2,0
17152,1.0,0.3413049772832683,0.4834873657266918,0.17529136352964503,1.0027392204178478,1.0719854577035814,2,0
17280,1.0,0.33552143943431295,0.4973551262457053,0.1709174864897589,1.0032338783315098,1.0689221570452998,2,0
17408,1.0,0.33491120417868897,0.5006110127564865,0.16993093405677495,1.0034808219392384,1.0643268305572555,2,0
17536,1.0,0.3237670310177945,0.48596799812854496,0.16299914354526027,1.0032338783315098,1.0765196445428167,2,0
17664,1.0,0.3238087675303754,0.4735416166181338,0.14813729979561055,1.003110310319889,1.0661436065919023,2,0
17792,1.0,0.330019387565606,0.49302922098510915,0.16650115631150164,1.0032338783315098,1.0713167509045567,2,0
17920,1.0,0.3740175584773105,0.48840014856652153,0.1809722333161588,1.0029866780547583,1.06063846449295,2,0
18048,1.0,0.3691108871160714,0.4858871547106319,0.17868151232987345,1.0028629814496335,1.0517195210462813,2,0
18176,1.0,0.37435435211130613,0.4871137421224302,0.18209603951273723,1.0028629814496335,1.078194564104317,2,0
18304,1.0,0.3344686303407673,0.4686059917735776,0.1778434825636367,1.0024915047267045,1.0607741304099079,2,0
18432,1.0,0.3448760525404014,0.4726753914902727,0.18281047466549308,1.0027392204178478,1.0575663859842437,2,0
18560,1.0,0.34187073996437484,0.4777026092870776,0.1816241879917203,1.0028629814496335,1.0691909591219653,2,0
18688,1.0,0.34335818080987374,0.47094187227136436,0.1804808210790749,1.0026153948725502,1.0609340835859484,2,0
18816,1.0,0.32974146675486954,0.4822731090082428,0.19335756898761725,1.0027392204178478,1.0673231856349583,2,0
18944,1.0,0.33817578646370117,0.47375956819445203,0.18465500441239477,1.0024915047267045,1.0522000226328077,2,0
19072,1.0,0.3382951240904056,0.47040430424823076,0.19081921328514515,1.0023675498930893,1.0500455208770376,2,0
19200,1.0,0.3592930834649103,0.4793742299863913,0.18790078136760716,1.0026153948725502,1.087871926610536,2,0
19328,1.0,0.3773740141903128,0.46856502517265175,0.1934780573611674,1.0023675498930893,1.0811183907311575,2,0
19456,1.0,0.38495247458323284,0.4610380095022644,0.1965280455848376,1.0022435302842976,1.0603553579207565,2,0
19584,1.0,0.37579278133696653,0.4670084174182862,0.18098258208273518,1.0024915047267045,1.0544617358574206,2,0
19712,1.0,0.3482511572663341,0.4636387215689577,0.17529162724239483,1.0022435302842976,1.072052102343869,2,0
19840,1.0,0.3391133774293331,0.4515548823063593,0.1650548484108698,1.0021194458127354,1.0593739772030033,2,0
19968,1.0,0.3474811790573302,0.457023142996146,0.15666870794036183,1.0019952963906225,1.0600477847674705,2,0
20096,1.0,0.34574399857077315,0.45877842245269373,0.1592074372778058,1.0019952963906225,1.0489666304469152,2,0
20224,1.0,0.40463347154189594,0.4812478472239882,0.1967862792010697,1.0027392204178478,1.0762821363033663,2,0
20352,1.0,0.40125063418356727,0.5159577045968555,0.250612001307403,1.0034808219392384,1.0777578986611343,2,-1
20480,1.0,0.4157780853128128,0.5220189089792042,0.2699332160619918,1.0037275095661569,1.0803745521030304,2,-1
20608,1.0,0.3923077978504181,0.5145778605662088,0.2651656942375035,1.0034808219392384,1.070520134931308,2,0
20736,1.0,0.3675170499959084,0.4838671611941923,0.2054333705480607,1.0026153948725502,1.0830142652852937,2,0
20864,1.0,0.32822573292992485,0.46064589251856924,0.15999405670037026,1.0019952963906225,1.0594608631089915,2,0
20992,1.0,0.3272757362005213,0.4704818119629041,0.15282938476605804,1.0022435302842976,1.052351517698824,2,0
21120,1.0,0.3268094518377432,0.4573419788844437,0.1712610532010961,1.0021194458127354,1.078599298817499,2,0
21248,1.0,0.32504526513333115,0.47967163268642155,0.1653304852449127,1.0026153948725502,1.056646132908839,2,0
21376,1.0,0.32144340430957813,0.49494854354209256,0.161435282538505,1.0029866780547583,1.05571325955582,2,0
21504,1.0,0.3287085887513035,0.46375825914641333,0.1703392664072891,1.0023675498930893,1.0826267203533,2,0
21632,1.0,0.32826792266041993,0.4636285063382677,0.16387628763763992,1.0023675498930893,1.061787583796169,2,0
21760,1.0,0.331019904749342,0.4633434970414919,0.1677238909482292,1.0019952963906225,1.0575183554044039,2,0
21888,1.0,0.3263575868551997,0.4667785045271318,0.169459119614088,1.0021194458127354,1.0525957172010296,2,0
22016,1.0,0.3250155582537057,0.46946767346862844,0.15639053844164197,1.0022435302842976,1.0836388270806503,2,0
22144,1.0,0.34195266125694673,0.4800378372707718,0.1665089345386882,1.0026153948725502,1.0693813194797974,2,0
22272,1.0,0.34519403789004793,0.4717239382360806,0.16511769179512253,1.0024915047267045,1.0616679042533665,2,0
22400,1.0,0.3509162702462815,0.4636387215689578,0.16567858452720732,1.0022435302842976,1.0579839693385353,2,0
22528,1.0,0.34588533392609805,0.4842072738503429,0.15715949361659542,1.0026153948725502,1.053290678241925,2,0
22656,1.0,0.3366261786307017,0.48353052320496703,0.16027129579842075,1.0024915047267045,1.0758953154166448,2,0
22784,1.0,0.32893998787472867,0.4917527036497271,0.15597793601944027,1.0028629814496335,1.0731186350415014,2,0
22912,1.0,0.3245530414233661,0.4834224386564468,0.16284580217590183,1.0027392204178478,1.062524793942117,2,0
23040,1.0,0.3350496343113338,0.4806094310834546,0.180564655884317,1.0027392204178478,1.057747729780731,2,0
23168,1.0,0.3355890819729192,0.48264985658372395,0.17772296920086397,1.0027392204178478,1.0559360124659576,2,0
23296,1.0,0.3325236429353923,0.47906490467720564,0.17257325365480627,1.0027392204178478,1.074967004445658,2,0
23424,1.0,0.3334045338983685,0.48565855096934474,0.16689747713002373,1.0027392204178478,1.0653259559053327,2,0
23552,1.0,0.3441563441008578,0.4919591149565903,0.15923857998547825,1.0029866780547583,1.053307962579408,2,0
23680,1.0,0.3428516081442505,0.47675256643475455,0.16923486096781315,1.0027392204178478,1.0846563067648698,2,0
23808,1.0,0.3337550368161718,0.472099212651648,0.16589044901029834,1.0023675498930893,1.067623921317508,2,0
23936,1.0,0.32969756523075133,0.4764418688771525,0.16045264413561106,1.0024915047267045,1.0621780104283502,2,0
24064,1.0,0.3264476683609767,0.4570576182040735,0.16669561707785982,1.0019952963906225,1.0563501048167387,2,0
24192,1.0,0.33161826049251414,0.47352019760215586,0.15937866568059827,1.0024915047267045,1.0767011325376574,2,0
24320,1.0,0.33966564503564994,0.4868995402415797,0.15679848558800152,1.0029866780547583,1.0651612828915296,2,0
24448,1.0,0.336174033537695,0.48840014856652153,0.16713874484330107,1.0029866780547583,1.0569982995738563,2,0
24576,1.0,0.3365342422235421,0.48821001072546816,0.17197851412527035,1.0028629814496335,1.0511297380190807,2,0
24704,1.0,0.3224813594382641,0.4770175528389305,0.17768713261381738,1.0027392204178478,1.0802755144447427,2,0
24832,1.0,0.32045120503637126,0.47618007859751027,0.1682947615444789,1.0024915047267045,1.0625361901876538,2,0
24960,1.0,0.32018995949903795,0.47767384308649885,0.16412394475685332,1.0024915047267045,1.0597792479341195,2,0
25088,1.0,0.3190917522385845,0.49474831452119866,0.17313235432666127,1.0032338783315098,1.058615502978493,2,0
25216,1.0,0.34172043195174573,0.4985992941091082,0.16295239367985923,1.0032338783315098,1.052943473875743,2,0
25344,1.0,0.35107603141355687,0.4983567284199309,0.17296473032018395,1.0033573821759203,1.0801646477696822,2,0
25472,1.0,0.3634854422410293,0.4986694746508006,0.16984335950098148,1.0034808219392384,1.0655665053727281,2,0
25600,1.0,0.34754715152767474,0.4784335104567304,0.16057580465772314,1.0027392204178478,1.058140074016469,2,0
25728,1.0,0.3427041277033289,0.47353921831045775,0.16289710680003675,1.0024915047267045,1.0640376270232808,2,0
25856,1.0,0.3349172393012177,0.47821621386250013,0.16873074030708854,1.0024915047267045,1.0849525079603368,2,0
25984,1.0,0.3314108207738927,0.47821621386250013,0.16438662955540437,1.0024915047267045,1.0641955664291607,2,0
26112,1.0,0.3273659316190318,0.4874342729164627,0.16231035717456596,1.0027392204178478,1.0590198770200676,2,0
26240,1.0,0.3240985141887162,0.49548599457484516,0.14281316598613905,1.0029866780547583,1.0526259411513692,2,0
26368,1.0,0.31893531330874136,0.48755633215513816,0.15624746831668382,1.0027392204178478,1.0858697650075353,2,0
26496,1.0,0.3190170275344602,0.4874342729164627,0.1689092317061736,1.0027392204178478,1.0626329165650925,2,0
26624,1.0,0.3332735341695589,0.4858001936414576,0.1677233338930354,1.0027392204178478,1.0604806650863214,2,0
26752,1.0,0.3404206404255682,0.4883015709867486,0.20187476033619983,1.0028629814496335,1.0686017130974739,2,0
26880,1.0,0.4126085464514457,0.5081117500509297,0.22001950047836139,1.0034808219392384,1.0771238873423357,2,0
27008,1.0,0.4009276568630318,0.5150031786961932,0.2584718667536007,1.0034808219392384,1.0731432742070295,2,-1
27136,1.0,0.4125514778359427,0.5109109502032678,0.25253852566205065,1.0032338783315098,1.0618946988768416,2,0
27264,1.0,0.3382957011219478,0.5042388123661131,0.2416520398353449,1.0032338783315098,1.0915399629887523,2,0
27392,1.0,0.358604511644024,0.4951423377151953,0.22044182399109852,1.003110310319889,1.065907287186335,2,0
27520,1.0,0.36265105766371836,0.49327868105927114,0.20036267912652556,1.0029866780547583,1.0700751731447855,2,0
27648,1.0,0.35472881945474993,0.4888608424632695,0.1996481433754234,1.0029866780547583,1.0654881762182908,2,0
27776,1.0,0.34943601105349514,0.4876564430145503,0.18245398666149754,1.0029866780547583,1.0752669412991596,2,0
27904,1.0,0.3533057207652278,0.4851654599419464,0.17904682717845832,1.0029866780547583,1.0592689778244793,2,0
28032,1.0,0.3566513305211401,0.4933854782340528,0.15748574387348388,1.0032338783315098,1.050812467568619,2,0
28160,1.0,0.3595586607789008,0.4759279424763927,0.16748169829843051,1.0029866780547583,1.0755242284184516,2,0
28288,1.0,0.33811614030117454,0.47021220618621196,0.16766982716543097,1.0028629814496335,1.0566187625022665,2,0
28416,1.0,0.3417510721884109,0.4843125781608703,0.1650848510340128,1.0027392204178478,1.0610340738483668,2,0
28544,1.0,0.3337304292475273,0.4626182740963171,0.1916546304002383,1.0021194458127354,1.0784743567872932,2,0
28672,1.0,0.32961264874852764,0.4661425943497583,0.18639987750370368,1.0023675498930893,1.0628453780346694,2,0
28800,1.0,0.3173672093581194,0.4679188635165009,0.19517531659187382,1.0022435302842976,1.0578183892096522,2,0
28928,1.0,0.31931576221949914,0.46213837830104865,0.1800128320911327,1.0021194458127354,1.0481762900569875,2,0
29056,1.0,0.3208626808270087,0.45505814602035394,0.1658096172500076,1.0022435302842976,1.0626289734790315,2,0
29184,1.0,0.3299374720069032,0.45763320539638697,0.16420281573764156,1.0019952963906225,1.057753013553391,2,0
29312,1.0,0.33353019231220576,0.46725053269863603,0.14696410283219694,1.0022435302842976,1.050958088126454,2,0
29440,1.0,0.3307591303650846,0.44121802207302435,0.1580341798536559,1.001871081929991,1.064736364183325,2,0
29568,1.0,0.3230572613685392,0.4607315844528451,0.1471237486483809,1.0021194458127354,1.0638229466224436,2,0
29696,1.0,0.3246736835186353,0.4830837728308712,0.1362193142303549,1.0027392204178478,1.0518217655075455,2,0
29824,1.0,0.33417821018591853,0.462148095639604,0.14278698416996002,1.0026153948725502,1.0765918253468543,2,0
29952,1.0,0.3447826815695887,0.4868418433138483,0.13133499448867647,1.003110310319889,1.0675949156685507,2,0
30080,1.0,0.3450347911259098,0.4945845259058125,0.14240333968003832,1.0032338783315098,1.0588013075959366,2,0
30208,1.0,0.35571215414427293,0.49437710999021783,0.15102311426183995,1.0032338783315098,1.0519237175036056,2,0
30336,1.0,0.35086767380725703,0.4957549481368444,0.16200863497665235,1.0032338783315098,1.0820816579111034,2,0
30464,1.0,0.3457048670759548,0.48709560393065626,0.17030701689162797,1.0032338783315098,1.0644135678133912,2,0
30592,1.0,0.328190123847459,0.4884825828954804,0.17455341714994538,1.0034808219392384,1.0571434323414777,2,0
30720,1.0,0.32940872539186067,0.48228842326689525,0.17098170414524236,1.003110310319889,1.0522768562763034,2,0
30848,1.0,0.33064564592993817,0.47624298937559717,0.1650190952846221,1.0029866780547583,1.0594564893989264,2,0
30976,1.0,0.3239133672578183,0.4820778906242907,0.1684527677981175,1.0027392204178478,1.0650238269406347,2,0
31104,1.0,0.3321610401278771,0.48523639202632723,0.1598744977405147,1.0027392204178478,1.0548030899904408,2,0
31232,1.0,0.3307533525834938,0.4738447472290504,0.17437966369230376,1.0027392204178478,1.0724952033913389,2,0
31360,1.0,0.3427198903225553,0.4808996539854583,0.16975466762114638,1.003110310319889,1.073445488863158,2,0
31488,1.0,0.3429872194022008,0.5090092110632437,0.16581634059678807,1.0037275095661569,1.0666451615886967,2,0
31616,1.0,0.39472077313697623,0.5326267414773223,0.22177700659567773,1.0043431132076361,1.0676037259408613,2,0
31744,1.0,0.4305800363280943,0.5403828421086314,0.21719327331382415,1.0047117139286545,1.088552343795178,2,-1
